,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,bario,year
2026,5,-,-,5,,"82,0",-,-,"82,0",,"619,5",-,"619,5",,"6.487,0",-,"6.487,0","5 22. Vallvidrera, el Tibidabo i les Planes",2017-01-01
2027,31,1,-,30,,"98,6","220,0",-,"94,4",,"540,7",-,"497,4",,"5.469,7",-,"5.384,4",5 23. Sarrià,2017-01-01
2028,12,-,-,12,,"153,3",-,-,"153,3",,"919,2",-,"919,2",,"5.618,2",-,"5.618,2",5 24. les Tres Torres,2017-01-01
2029,34,5,-,29,,"114,9","101,8",-,"116,9",,"535,9","513,8","539,5",,"4.771,8","5.700,0","4.623,3",5 25. Sant Gervasi - la Bonanova,2017-01-01
2030,58,11,-,47,,"117,7","135,0",-,"113,4",,"607,8","715,5","580,8",,"5.216,5","5.051,5","5.257,8",5 26. Sant Gervasi - Galvany,2017-01-01
2031,53,8,-,45,,"95,6","123,2",-,"91,6",,"473,4","763,8","428,7",,"4.831,8","6.274,3","4.609,8",5 27. el Putxet i el Farró,2017-01-01
2032,26,9,-,17,,"92,3","115,6",-,"80,7",,"367,1","387,3","357,0",,"4.279,2","3.717,6","4.560,0",6 28. Vallcarca i els Penitents,2017-01-01
2033,14,3,-,11,,"72,3","94,3",-,"62,9",,"205,6","268,4","178,7",,"2.934,1","2.952,9","2.926,0",6 29. el Coll,2017-01-01
2034,27,-,-,27,,"74,4",-,-,"74,4",,"323,2",-,"323,2",,"4.455,1",-,"4.455,1",6 30. la Salut,2017-01-01
2035,61,3,-,58,,"90,3","84,7",-,"90,7",,"516,1","436,4","520,8",,"5.531,1","5.763,8","5.517,5",6 31. la Vila de Gràcia,2017-01-01
2036,41,1,-,40,,"86,5","164,0",-,"84,2",,"459,7",-,"452,3",,"5.007,4",-,"5.026,8","6 32. el Camp d""en Grassot i Gràcia Nova",2017-01-01
2037,83,-,-,83,,"65,6",-,-,"65,6",,"219,8",-,"219,8",,"3.450,7",-,"3.450,7",7 33. el Baix Guinardó,2017-01-01
2038,28,-,-,28,,"67,3",-,-,"67,3",,"223,0",-,"223,0",,"3.032,4",-,"3.032,4",7 34. Can Baró,2017-01-01
2039,51,1,-,50,,"66,7",-,-,"66,7",,"218,8",-,"218,8",,"3.469,6",-,"3.469,6",7 35. el Guinardó,2017-01-01
2040,9,-,-,9,,"108,7",-,-,"108,7",,"336,4",-,"336,4",,"3.476,4",-,"3.476,4","7 36. la Font d""en Fargues",2017-01-01
2041,112,29,-,83,,"67,8","69,7",-,"67,3",,"191,7","231,5","180,0",,"2.782,0","3.132,5","2.678,3",7 37. el Carmel,2017-01-01
2042,20,11,-,9,,"73,3","79,4",-,"65,0",,"274,6","315,0","211,1",,"3.666,1","3.923,3","3.262,0",7 38. la Teixonera,2017-01-01
2043,17,3,-,14,,"112,1","68,5",-,"120,8",,"253,5","125,0","279,2",,"2.626,7","1.806,6","2.790,8",7 39. Sant Genís dels Agudells,2017-01-01
2044,5,3,-,2,,"61,8","66,5",-,"57,0",,"150,0","141,0",-,,"2.680,5","2.568,6",-,7 40. Montbau,2017-01-01
2045,4,-,-,4,,"49,0",-,-,"49,0",,"170,0",-,"170,0",,"3.469,4",-,"3.469,4","7 41. la Vall d""Hebron",2017-01-01
2046,1,-,-,1,,"76,0",-,-,"76,0",,-,-,-,,-,-,-,7 42. la Clota,2017-01-01
2047,63,9,2,52,,"78,8","74,0","63,0","80,3",,"277,5","271,4","279,1",,"3.305,9","3.659,1","3.217,7",7 43. Horta,2017-01-01
2048,19,-,-,19,,"65,3",-,-,"65,3",,"191,3",-,"191,3",,"2.944,6",-,"2.944,6",8 44. Vilapicina i la Torre Llobeta,2017-01-01
2049,33,1,-,32,,"65,8","65,0",-,"65,8",,"171,7",-,"169,4",,"2.685,1",-,"2.655,3",8 45. Porta,2017-01-01
2050,19,-,-,19,,"65,1",-,-,"65,1",,"187,3",-,"187,3",,"2.313,1",-,"2.313,1",8 46. el Turó de la Peira,2017-01-01
2051,-,-,-,-,,-,-,-,-,,-,-,-,,-,-,-,8 47. Can Peguera,2017-01-01
2052,15,-,-,15,,"69,9",-,-,"69,9",,"199,7",-,"199,7",,"2.864,4",-,"2.864,4",8 48. la Guineueta,2017-01-01
2053,9,-,-,9,,"65,1",-,-,"65,1",,"170,0",-,"170,0",,"2.098,8",-,"2.098,8",8 49. Canyelles,2017-01-01
2054,42,-,-,42,,"58,9",-,-,"58,9",,"193,2",-,"193,2",,"3.265,9",-,"3.265,9",8 50. les Roquetes,2017-01-01
2055,33,4,-,29,,"59,5","85,0",-,"55,1",,"192,5","278,5","149,5",,"2.889,5","3.276,3","2.696,0",8 51. Verdun,2017-01-01
2056,29,-,-,29,,"59,4",-,-,"59,4",,"126,0",-,"126,0",,"2.833,3",-,"2.833,3",8 52. la Prosperitat,2017-01-01
2057,11,-,-,11,,"56,4",-,-,"56,4",,"76,5",-,"76,5",,"1.533,2",-,"1.533,2",8 53. la Trinitat Nova,2017-01-01
2058,2,-,-,2,,"63,0",-,-,"63,0",,-,-,-,,-,-,-,8 54. Torre Baró,2017-01-01
2059,37,-,-,37,,"58,1",-,-,"58,1",,"91,0",-,"91,0",,"1.531,2",-,"1.531,2",8 55. Ciutat Meridiana,2017-01-01
2060,3,-,-,3,,"77,0",-,-,"77,0",,"140,0",-,"140,0",,"1.891,9",-,"1.891,9",8 56. Vallbona,2017-01-01
2061,61,-,-,61,,"65,6",-,-,"65,6",,"233,0",-,"233,0",,"3.216,3",-,"3.216,3",9 57. la Trinitat Vella,2017-01-01
2062,2,-,-,2,,"90,0",-,-,"90,0",,-,-,-,,-,-,-,9 58. Baró de Viver,2017-01-01
2063,26,2,-,24,,"65,1","81,0",-,"64,4",,"155,8",-,"159,4",,"2.452,4",-,"2.526,3",9 59. el Bon Pastor,2017-01-01
2064,113,6,-,107,,"71,8","82,2",-,"71,1",,"245,7","359,8","214,6",,"3.553,7","4.654,2","3.253,5",9 60. Sant Andreu,2017-01-01
2065,68,-,-,68,,"71,3",-,-,"71,3",,"258,1",-,"258,1",,"3.380,5",-,"3.380,5",9 61. la Sagrera,2017-01-01
2066,41,-,-,41,,"72,7",-,-,"72,7",,"231,3",-,"231,3",,"3.146,7",-,"3.146,7",9 62. el Congrés i els Indians,2017-01-01
2067,49,2,-,47,,"81,4","74,0",-,"81,6",,"370,4",-,"374,9",,"4.158,0",-,"4.188,2",9 63. Navas,2017-01-01
2068,109,13,-,96,,"78,3","99,1",-,"76,4",,"295,9","454,6","279,6",,"3.785,7","4.591,3","3.702,7","10 64. el Camp de l""Arpa del Clot",2017-01-01
2069,119,4,-,115,,"81,4","91,0",-,"81,0",,"347,3","389,3","345,3",,"4.176,7","4.338,6","4.168,7",10 65. el Clot,2017-01-01
2070,21,1,-,20,,"55,3","70,0",-,"54,5",,"197,9",-,"198,9",,"3.577,5",-,"3.633,4",10 66. el Parc i la Llacuna del Poblenou,2017-01-01
2071,5,-,-,5,,"110,5",-,-,"110,5",,"541,7",-,"541,7",,"4.908,5",-,"4.908,5",10 67. la Vila Olímpica del Poblenou,2017-01-01
2072,28,3,-,25,,"82,7","60,3",-,"86,1",,"401,2","393,5","402,0",,"4.831,0","6.316,5","4.682,5",10 68. el Poblenou,2017-01-01
2073,15,-,-,15,,"82,1",-,-,"82,1",,"491,5",-,"491,5",,"5.778,6",-,"5.778,6",10 69. Diagonal Mar i el Front Marítim del Poblenou,2017-01-01
2074,84,11,-,73,,"72,0","98,0",-,"68,5",,"253,4","480,6","218,4",,"3.257,3","4.728,9","3.030,9",10 70. el Besòs i el Maresme,2017-01-01
2075,5,2,-,3,,"71,3","67,0",-,"75,5",,"174,0",-,-,,"2.683,2",-,-,10 71. Provençals del Poblenou,2017-01-01
2076,34,-,-,34,,"70,6",-,-,"70,6",,"266,3",-,"266,3",,"3.555,6",-,"3.555,6",10 72. Sant Martí de Provençals,2017-01-01
2077,70,3,-,67,,"72,0","62,7",-,"72,4",,"174,5","178,0","174,2",,"2.415,8","2.892,6","2.376,1",10 73. la Verneda i la Pau,2017-01-01
2078,16,4,0,12,,-,-,-,-,,-,-,-,,-,-,-,NC,2017-01-01
2079,,,,,,,,,,,,,,,,,,empty,2017-01-01
2080,9.861,857,21,8.983,,"78,9","84,7","76,8","78,4",,"356,5","439,0","345,6",,"4.170,4","4.952,8","4.067,4",Global,2017-01-01
2081,,,,,,,,,,,,,,,,,,empty,2017-01-01
2082,232,12,-,220,,"59,6","65,3",-,"59,3",,"208,0","291,3","203,1",,"3.607,1","4.480,4","3.555,7",1 1. el Raval,2017-01-01
2083,147,10,-,137,,"92,6","68,6",-,"94,4",,"373,0","337,7","375,7",,"4.125,1","5.028,1","4.056,3",1 2. el Barri Gòtic,2017-01-01
2084,141,16,-,125,,"45,9","50,4",-,"45,3",,"203,7","200,9","204,1",,"4.513,0","4.069,7","4.577,7",1 3. la Barceloneta,2017-01-01
2085,201,17,-,184,,"70,1","90,6",-,"68,0",,"328,0","624,4","296,8",,"4.692,5","6.723,2","4.478,7","1 4. Sant Pere, Santa Caterina i la Ribera",2017-01-01
2086,162,12,-,150,,"83,9","80,1",-,"84,2",,"356,7","365,2","356,0",,"4.197,3","4.745,0","4.148,3",2 5. el Fort Pienc,2017-01-01
2087,255,-,-,255,,"71,1",-,-,"71,1",,"288,3",-,"288,3",,"4.193,4",-,"4.193,4",2 6. la Sagrada Família,2017-01-01
2088,263,12,1,250,,"113,1","92,3","78,0","114,0",,"624,4","599,9","625,3",,"5.248,0","5.101,5","5.253,6","2 7. la Dreta de l""Eixample",2017-01-01
2089,227,37,1,189,,"91,6","92,9",-,"91,3",,"516,9","765,6","465,3",,"5.587,4","8.375,8","5.007,9","2 8. l""Antiga Esquerra de l""Eixample",2017-01-01
2090,245,33,5,207,,"77,8","80,5","88,5","77,2",,"348,7","366,3","345,3",,"4.589,4","4.641,3","4.579,3","2 9. la Nova Esquerra de l""Eixample",2017-01-01
2091,179,2,-,177,,"80,5","83,0",-,"80,4",,"359,1",-,"361,8",,"4.353,8",-,"4.385,1",2 10. Sant Antoni,2017-01-01
2092,263,6,-,257,,"59,1","63,8",-,"59,0",,"236,2","246,5","235,2",,"4.122,2","3.991,1","4.134,2",3 11. el Poble Sec - AEI Parc Montjuïc,2017-01-01
2093,53,-,1,52,,"78,0",-,"70,0","78,1",,"215,3",-,"215,3",,"2.738,6",-,"2.738,6",3 12. la Marina del Prat Vermell - AEI Zona Franca,2017-01-01
2094,150,1,-,149,,"70,0","43,0",-,"70,2",,"208,7",-,"210,1",,"3.115,4",-,"3.120,7",3 13. la Marina de Port,2017-01-01
2095,37,1,-,36,,"68,2","39,0",-,"69,1",,"229,7",-,"233,9",,"3.607,4",-,"3.637,1",3 14. la Font de la Guatlla,2017-01-01
2096,103,19,-,84,,"67,9","60,9",-,"69,6",,"252,0","184,1","269,4",,"3.654,1","2.947,2","3.836,2",3 15. Hostafrancs,2017-01-01
2097,134,3,-,131,,"71,1","60,5",-,"71,3",,"310,9","260,0","313,5",,"4.271,6","4.131,3","4.278,7",3 16. la Bordeta,2017-01-01
2098,202,20,-,182,,"68,9","77,8",-,"68,2",,"257,4","304,1","239,9",,"3.720,0","3.954,5","3.632,0",3 17. Sants - Badal,2017-01-01
2099,205,12,-,193,,"70,4","74,7",-,"70,2",,"291,3","335,0","287,6",,"3.892,0","4.394,0","3.849,6",3 18. Sants,2017-01-01
2100,259,45,-,214,,"86,9","84,0",-,"87,5",,"436,4","520,4","414,9",,"4.967,8","6.107,8","4.675,5",4 19. les Corts,2017-01-01
2101,136,49,-,87,,"84,9","88,9",-,"82,2",,"386,2","390,1","381,6",,"4.278,9","4.371,3","4.170,3",4 20. la Maternitat i Sant Ramon,2017-01-01
2102,76,8,-,68,,"140,2","173,7",-,"136,6",,"1.003,9","2.127,7","874,3",,"7.030,9","12.154,2","6.439,8",4 21. Pedralbes,2017-01-01
2103,29,1,-,28,,"217,8","146,0",-,"222,5",,"413,8",-,"426,3",,"2.988,9",-,"3.085,4","5 22. Vallvidrera, el Tibidabo i les Planes",2017-01-01
2104,144,9,-,135,,"117,4","135,2",-,"116,0",,"787,2","1.753,9","702,7",,"6.481,0","12.322,8","5.970,6",5 23. Sarrià,2017-01-01
2105,70,3,-,67,,"136,1","91,3",-,"138,2",,"762,6","433,3","780,6",,"5.593,8","4.741,0","5.640,4",5 24. les Tres Torres,2017-01-01
2106,117,14,-,103,,"125,1","115,5",-,"126,4",,"674,3","573,3","689,5",,"5.347,4","5.042,9","5.393,1",5 25. Sant Gervasi - la Bonanova,2017-01-01
2107,232,54,-,178,,"133,5","108,9",-,"140,7",,"761,5","642,7","796,3",,"5.578,2","5.826,9","5.505,3",5 26. Sant Gervasi - Galvany,2017-01-01
2108,191,24,1,166,,"105,8","121,2","95,0","103,7",,"478,8","641,4","456,4",,"4.650,3","5.537,0","4.527,8",5 27. el Putxet i el Farró,2017-01-01
2109,87,13,1,73,,"91,6","104,8","71,0","89,8",,"340,5","368,1","335,8",,"3.773,7","3.623,4","3.799,7",6 28. Vallcarca i els Penitents,2017-01-01
2110,65,28,-,37,,"77,6","75,4",-,"79,5",,"270,1","296,8","247,1",,"3.524,3","3.975,5","3.135,3",6 29. el Coll,2017-01-01
2111,114,3,-,111,,"79,3",-,-,"79,3",,"353,6",-,"353,6",,"4.519,7",-,"4.519,7",6 30. la Salut,2017-01-01
2112,350,34,-,316,,"77,4","83,8",-,"77,0",,"357,9","445,4","351,4",,"4.699,0","5.318,3","4.652,5",6 31. la Vila de Gràcia,2017-01-01
2113,203,5,-,198,,"82,0","245,0",-,"78,4",,"345,0","845,0","332,8",,"4.319,1","3.526,9","4.338,5","6 32. el Camp d""en Grassot i Gràcia Nova",2017-01-01
2114,159,-,-,159,,"72,7",-,-,"72,7",,"271,4",-,"271,4",,"3.721,1",-,"3.721,1",7 33. el Baix Guinardó,2017-01-01
2115,85,-,-,85,,"73,5",-,-,"73,5",,"231,4",-,"231,4",,"2.825,1",-,"2.825,1",7 34. Can Baró,2017-01-01
2116,250,2,-,248,,"68,6","80,0",-,"68,5",,"234,3",-,"232,7",,"3.453,8",-,"3.442,3",7 35. el Guinardó,2017-01-01
2117,55,1,-,54,,"89,6","174,0",-,"88,0",,"308,8",-,"307,1",,"3.681,6",-,"3.708,2","7 36. la Font d""en Fargues",2017-01-01
2118,212,65,3,144,,"64,1","66,6","69,5","63,1",,"167,9","183,2","161,6",,"2.641,6","2.723,7","2.607,3",7 37. el Carmel,2017-01-01
2119,82,23,-,59,,"64,6","58,5",-,"66,9",,"175,4","169,2","177,8",,"2.786,2","2.923,5","2.733,4",7 38. la Teixonera,2017-01-01
2120,41,5,-,36,,"67,5","57,0",-,"68,5",,"168,2","84,4","176,9",,"2.444,3","1.575,8","2.534,1",7 39. Sant Genís dels Agudells,2017-01-01
2121,31,2,1,28,,"67,3","60,5","69,0","67,9",,"169,0",-,"168,0",,"2.681,2",-,"2.648,8",7 40. Montbau,2017-01-01
2122,15,4,-,11,,"59,8","53,5",-,"62,6",,"213,2","187,5","224,6",,"3.755,8","3.525,7","3.858,1","7 41. la Vall d""Hebron",2017-01-01
2123,1,1,-,-,,-,-,-,-,,-,-,-,,-,-,-,7 42. la Clota,2017-01-01
2124,177,48,1,128,,"75,6","85,1","63,0","72,1",,"277,4","355,9","239,9",,"3.531,4","4.105,3","3.257,2",7 43. Horta,2017-01-01
2125,85,3,-,82,,"72,7","57,0",-,"73,0",,"207,8","250,0","207,0",,"2.869,3","4.386,0","2.839,6",8 44. Vilapicina i la Torre Llobeta,2017-01-01
2126,111,1,-,110,,"67,8","73,0",-,"67,7",,"188,6",-,"186,5",,"2.715,4",-,"2.691,1",8 45. Porta,2017-01-01
2127,90,-,-,90,,"64,7",-,-,"64,7",,"154,4",-,"154,4",,"2.373,1",-,"2.373,1",8 46. el Turó de la Peira,2017-01-01
2128,23,-,-,23,,"62,0",-,-,"62,0",,"123,7",-,"123,7",,"1.932,6",-,"1.932,6",8 47. Can Peguera,2017-01-01
2129,54,-,-,54,,"75,2",-,-,"75,2",,"203,7",-,"203,7",,"2.566,6",-,"2.566,6",8 48. la Guineueta,2017-01-01
2130,29,-,-,29,,"74,5",-,-,"74,5",,"200,0",-,"200,0",,"2.387,7",-,"2.387,7",8 49. Canyelles,2017-01-01
2131,119,-,-,119,,"57,1",-,-,"57,1",,"140,8",-,"140,8",,"2.372,9",-,"2.372,9",8 50. les Roquetes,2017-01-01
2132,84,3,-,81,,"57,3","85,0",-,"56,5",,"159,7","280,5","149,2",,"2.492,9","3.300,0","2.422,7",8 51. Verdun,2017-01-01
2133,138,1,-,137,,"60,8","86,0",-,"60,6",,"152,4",-,"149,8",,"2.424,8",-,"2.415,6",8 52. la Prosperitat,2017-01-01
2134,51,-,-,51,,"61,0",-,-,"61,0",,"100,5",-,"100,5",,"1.895,3",-,"1.895,3",8 53. la Trinitat Nova,2017-01-01
2135,8,-,-,8,,"76,3",-,-,"76,3",,"60,0",-,"60,0",,"659,3",-,"659,3",8 54. Torre Baró,2017-01-01
2136,71,-,-,71,,"58,7",-,-,"58,7",,"91,2",-,"91,2",,"1.567,5",-,"1.567,5",8 55. Ciutat Meridiana,2017-01-01
2137,4,-,-,4,,"65,0",-,-,"65,0",,"155,0",-,"155,0",,"1.952,4",-,"1.952,4",8 56. Vallbona,2017-01-01
2138,110,-,-,110,,"64,4",-,-,"64,4",,"149,6",-,"149,6",,"2.030,5",-,"2.030,5",9 57. la Trinitat Vella,2017-01-01
2139,15,-,-,15,,"68,2",-,-,"68,2",,"262,5",-,"262,5",,"3.406,3",-,"3.406,3",9 58. Baró de Viver,2017-01-01
2140,77,1,-,76,,"67,4",-,-,"67,4",,"157,7",-,"157,7",,"2.298,4",-,"2.298,4",9 59. el Bon Pastor,2017-01-01
2141,337,40,-,297,,"72,9","85,5",-,"71,1",,"296,0","386,9","235,4",,"3.725,4","4.502,5","3.207,3",9 60. Sant Andreu,2017-01-01
2142,273,-,-,273,,"78,6",-,-,"78,6",,"318,6",-,"318,6",,"3.810,2",-,"3.810,2",9 61. la Sagrera,2017-01-01
2143,124,7,-,117,,"77,2","67,4",-,"77,8",,"396,1","836,2","332,0",,"4.897,5","12.452,8","3.795,7",9 62. el Congrés i els Indians,2017-01-01
2144,164,5,1,158,,"78,1","89,4","58,0","77,9",,"344,2","560,2","331,8",,"4.099,5","6.216,4","3.977,9",9 63. Navas,2017-01-01
2145,309,16,-,293,,"72,4","99,3",-,"72,0",,"285,0","550,2","281,1",,"3.925,8","5.564,5","3.901,2","10 64. el Camp de l""Arpa del Clot",2017-01-01
2146,187,10,-,177,,"77,2","88,7",-,"76,5",,"384,6","423,2","380,4",,"4.355,0","4.751,4","4.311,9",10 65. el Clot,2017-01-01
2147,64,11,-,53,,"73,4","70,2",-,"74,1",,"328,1","393,3","313,5",,"4.675,9","5.749,2","4.434,9",10 66. el Parc i la Llacuna del Poblenou,2017-01-01
2148,22,1,-,21,,"118,4","71,0",-,"120,8",,"576,1",-,"590,4",,"4.927,3",-,"4.969,5",10 67. la Vila Olímpica del Poblenou,2017-01-01
2149,225,57,-,168,,"72,5","76,5",-,"71,2",,"347,3","432,8","318,8",,"4.801,0","5.840,5","4.454,4",10 68. el Poblenou,2017-01-01
2150,51,3,-,48,,"93,6","74,7",-,"94,9",,"535,3","240,0","557,5",,"5.676,8","3.214,0","5.861,5",10 69. Diagonal Mar i el Front Marítim del Poblenou,2017-01-01
2151,188,10,1,177,,"63,3","86,2",-,"62,4",,"175,3","222,4","173,0",,"2.662,4","2.436,3","2.673,1",10 70. el Besòs i el Maresme,2017-01-01
2152,79,24,4,51,,"69,2","70,8","83,0","67,3",,"232,4","233,9","231,7",,"3.463,0","3.228,7","3.583,1",10 71. Provençals del Poblenou,2017-01-01
2153,127,1,-,126,,"73,1","51,0",-,"73,3",,"214,2",-,"214,5",,"2.870,4",-,"2.850,2",10 72. Sant Martí de Provençals,2017-01-01
2154,178,5,-,173,,"73,7","64,2",-,"74,0",,"172,9","193,2","171,5",,"2.412,3","3.039,1","2.369,4",10 73. la Verneda i la Pau,2017-01-01
2155,84,4,0,80,,-,-,-,-,,-,-,-,,-,-,-,NC,2017-01-01
2156,,,,,,,,,,,,,,,,,,empty,2020-01-01
2157,3.037,273,8,2.756,,"79,9","86,2","76,6","79,3",,"360,0","426,9","351,1",,"4.135,5","4.681,6","4.063,5",Global,2020-01-01
2158,,,,,,,,,,,,,,,,,,empty,2020-01-01
2159,40,-,-,40,,"53,9",-,-,"53,9",,"194,1",-,"194,1",,"3.777,5",-,"3.777,5",1 1. el Raval,2020-01-01
2160,56,4,-,52,,"104,0","84,7",-,"105,2",,"377,7","531,6","367,7",,"3.754,5","6.516,1","3.574,4",1 2. el Barri Gòtic,2020-01-01
2161,40,7,-,33,,"47,1","57,0",-,"44,7",,"215,2","198,4","219,4",,"4.768,5","3.463,4","5.094,8",1 3. la Barceloneta,2020-01-01
2162,67,3,-,64,,"69,8","68,7",-,"69,8",,"305,4","323,3","304,4",,"4.354,0","7.240,4","4.180,8","1 4. Sant Pere, Santa Caterina i la Ribera",2020-01-01
2163,46,7,-,39,,"92,5","65,3",-,"96,9",,"480,0","367,3","501,1",,"4.920,4","5.562,3","4.800,1",2 5. el Fort Pienc,2020-01-01
2164,15,-,-,15,,"60,1",-,-,"60,1",,"239,7",-,"239,7",,"4.563,1",-,"4.563,1",2 6. la Sagrada Família,2020-01-01
2165,91,7,1,83,,"101,6","71,0","78,0","104,3",,"524,2","219,0","552,8",,"4.784,0","3.098,1","4.942,1","2 7. la Dreta de l""Eixample",2020-01-01
2166,64,8,1,55,,"91,7","92,9",-,"91,6",,"479,8","581,9","460,4",,"4.995,2","6.313,6","4.744,1","2 8. l""Antiga Esquerra de l""Eixample",2020-01-01
2167,41,2,1,38,,"71,3","69,0","94,0","70,7",,"368,0","264,0","377,5",,"5.175,2","4.587,0","5.228,6","2 9. la Nova Esquerra de l""Eixample",2020-01-01
2168,39,-,-,39,,"81,1",-,-,"81,1",,"355,0",-,"355,0",,"4.056,6",-,"4.056,6",2 10. Sant Antoni,2020-01-01
2169,77,1,-,76,,"57,4",-,-,"57,4",,"233,4",-,"233,4",,"4.433,4",-,"4.433,4",3 11. el Poble Sec - AEI Parc Montjuïc,2020-01-01
2170,1,-,-,1,,"79,0",-,-,"79,0",,"164,7",-,"164,7",,"2.085,3",-,"2.085,3",3 12. la Marina del Prat Vermell - AEI Zona Franca,2020-01-01
2171,37,-,-,37,,"68,8",-,-,"68,8",,"183,2",-,"183,2",,"2.807,7",-,"2.807,7",3 13. la Marina de Port,2020-01-01
2172,7,1,-,6,,"63,4","39,0",-,"69,5",,"230,5","107,0","271,7",,"3.616,8","2.743,6","3.907,8",3 14. la Font de la Guatlla,2020-01-01
2173,28,2,-,26,,"67,1","75,0",-,"66,8",,"280,0","195,0","283,9",,"4.053,0","2.600,0","4.119,1",3 15. Hostafrancs,2020-01-01
2174,37,1,-,36,,"69,4",-,-,"69,4",,"223,2",-,"223,2",,"3.287,8",-,"3.287,8",3 16. la Bordeta,2020-01-01
2175,53,10,-,43,,"68,0","81,5",-,"67,2",,"251,7","326,8","239,2",,"3.644,8","3.983,6","3.588,4",3 17. Sants - Badal,2020-01-01
2176,52,1,-,51,,"69,8","81,0",-,"69,6",,"309,6","413,0","299,3",,"4.441,7","5.098,8","4.376,0",3 18. Sants,2020-01-01
2177,73,10,-,63,,"81,9","83,6",-,"81,7",,"409,6","460,3","398,5",,"4.870,7","5.292,4","4.778,2",4 19. les Corts,2020-01-01
2178,60,32,-,28,,"86,5","89,0",-,"83,2",,"400,4","396,2","408,9",,"4.477,2","4.428,4","4.574,8",4 20. la Maternitat i Sant Ramon,2020-01-01
2179,40,8,-,32,,"132,9","173,7",-,"123,5",,"1.003,4","2.127,7","733,5",,"7.045,4","12.154,2","5.819,3",4 21. Pedralbes,2020-01-01
2180,7,-,-,7,,"267,3",-,-,"267,3",,"293,8",-,"293,8",,"1.972,3",-,"1.972,3","5 22. Vallvidrera, el Tibidabo i les Planes",2020-01-01
2181,44,2,-,42,,"116,2","101,0",-,"117,0",,"680,0","705,0","678,4",,"6.096,6","7.364,2","6.019,8",5 23. Sarrià,2020-01-01
2182,20,-,-,20,,"138,6",-,-,"138,6",,"781,1",-,"781,1",,"5.797,0",-,"5.797,0",5 24. les Tres Torres,2020-01-01
2183,47,3,-,44,,"129,5","149,0",-,"128,4",,"605,8","725,0","599,2",,"4.797,3","4.851,4","4.794,3",5 25. Sant Gervasi - la Bonanova,2020-01-01
2184,72,17,-,55,,"124,9","106,9",-,"129,8",,"670,1","567,4","699,1",,"5.171,1","5.128,4","5.183,1",5 26. Sant Gervasi - Galvany,2020-01-01
2185,84,11,1,72,,"106,4","135,2","95,0","102,1",,"516,1","639,1","496,9",,"5.029,9","5.010,3","5.032,9",5 27. el Putxet i el Farró,2020-01-01
2186,36,4,-,32,,"90,5","73,0",-,"92,2",,"351,8","249,5","363,1",,"3.853,3","3.461,7","3.896,8",6 28. Vallcarca i els Penitents,2020-01-01
2187,12,2,-,10,,"95,7","87,5",-,"97,6",,"312,3","198,0","337,7",,"3.328,9","2.268,3","3.564,5",6 29. el Coll,2020-01-01
2188,48,-,-,48,,"74,5",-,-,"74,5",,"334,0",-,"334,0",,"4.481,5",-,"4.481,5",6 30. la Salut,2020-01-01
2189,79,5,-,74,,"83,5","97,4",-,"82,4",,"413,1","436,0","411,3",,"4.807,2","4.480,5","4.832,7",6 31. la Vila de Gràcia,2020-01-01
2190,68,1,-,67,,"83,9",-,-,"83,9",,"335,2",-,"335,2",,"4.238,3",-,"4.238,3","6 32. el Camp d""en Grassot i Gràcia Nova",2020-01-01
2191,64,-,-,64,,"73,0",-,-,"73,0",,"273,2",-,"273,2",,"3.722,4",-,"3.722,4",7 33. el Baix Guinardó,2020-01-01
2192,27,-,-,27,,"65,1",-,-,"65,1",,"214,4",-,"214,4",,"3.304,5",-,"3.304,5",7 34. Can Baró,2020-01-01
2193,97,2,-,95,,"71,1","80,0",-,"70,8",,"247,3","335,5","242,9",,"3.576,7","4.152,5","3.547,9",7 35. el Guinardó,2020-01-01
2194,10,1,-,9,,"117,4","174,0",-,"111,1",,"343,8","400,0","337,5",,"3.283,3","2.298,9","3.392,6","7 36. la Font d""en Fargues",2020-01-01
2195,89,23,1,65,,"64,6","68,8","73,0","63,6",,"164,0","193,6","157,7",,"2.541,6","2.664,2","2.515,8",7 37. el Carmel,2020-01-01
2196,32,14,-,18,,"62,6","57,8",-,"66,3",,"160,5","168,8","154,2",,"2.665,6","2.882,6","2.499,7",7 38. la Teixonera,2020-01-01
2197,16,-,-,16,,"71,6",-,-,"71,6",,"165,8",-,"165,8",,"2.125,8",-,"2.125,8",7 39. Sant Genís dels Agudells,2020-01-01
2198,11,2,1,8,,"71,4","60,5","69,0","74,4",,"193,1","179,0","197,8",,"2.905,1","2.988,8","2.877,2",7 40. Montbau,2020-01-01
2199,5,3,-,2,,"75,4","52,0",-,"110,5",,"234,6","190,0","301,5",,"3.325,4","3.666,4","2.813,7","7 41. la Vall d""Hebron",2020-01-01
2200,-,-,-,-,,-,-,-,-,,-,-,-,,-,-,-,7 42. la Clota,2020-01-01
2201,62,15,-,47,,"76,4","88,5",-,"72,1",,"278,1","368,2","240,6",,"3.560,3","4.141,6","3.318,1",7 43. Horta,2020-01-01
2202,23,-,-,23,,"67,5",-,-,"67,5",,"206,8",-,"206,8",,"3.094,7",-,"3.094,7",8 44. Vilapicina i la Torre Llobeta,2020-01-01
2203,30,-,-,30,,"71,6",-,-,"71,6",,"223,0",-,"223,0",,"2.713,2",-,"2.713,2",8 45. Porta,2020-01-01
